Os01g0100100	LOC_Os01g01010.1,LOC_Os01g01010.2
Os10g0497900	LOC_Os10g35480.1,LOC_Os10g35480.2
Os10g0498000	LOC_Os10g35490.1,LOC_Os10g35490.2
Os10g0498100	LOC_Os10g35500.1,LOC_Os10g35500.2
Os10g0498200	LOC_Os10g35520.1
Os10g0498300	LOC_Os10g35530.1,LOC_Os10g35530.2
Os10g0498500	LOC_Os10g35540.1
Os10g0498600	LOC_Os10g35550.1
Os10g0498700	LOC_Os10g35560.1,LOC_Os10g35560.2
Os10g0498800	LOC_Os10g35570.1
Os10g0498900	LOC_Os10g35580.1
Os10g0499050	None
Os10g0499200	LOC_Os10g35604.1
Os10g0499400	LOC_Os10g35630.1,LOC_Os10g35630.2
Os10g0499500	LOC_Os10g35640.1
Os10g0499600	LOC_Os10g35644.1,LOC_Os10g35644.2,LOC_Os10g35644.3
Os10g0499700	None
Os10g0499800	LOC_Os10g35650.1
Os10g0500300	LOC_Os10g35670.1
Os10g0500350	None
Os10g0500400	LOC_Os10g35680.1
Os10g0500500	LOC_Os10g35690.1
Os10g0500600	LOC_Os10g35710.1,LOC_Os10g35710.2,LOC_Os10g35710.3,LOC_Os10g35710.4,LOC_Os10g35710.5
Os10g0500650	None
Os10g0500700	LOC_Os10g35720.1,LOC_Os10g35720.2
Os10g0501000	LOC_Os10g35730.1
Os10g0501100	None
Os10g0501200	LOC_Os10g35750.1
Os10g0501300	LOC_Os10g35760.1,LOC_Os10g35760.2
Os10g0501401	None
Os10g0501500	LOC_Os10g35770.1,LOC_Os10g35770.2,LOC_Os10g35770.3
Os10g0501700	LOC_Os10g35790.1
Os10g0501900	LOC_Os10g35800.1
Os10g0502000	LOC_Os10g35810.1
Os10g0502100	LOC_Os10g35820.1
Os10g0502300	LOC_Os10g35830.1
Os10g0502400	LOC_Os10g35840.1
Os10g0502450	None
Os10g0502500	LOC_Os10g35850.1
Os10g0502533	None
Os10g0502566	None
Os10g0502600	LOC_Os10g35870.1
Os10g0502900	LOC_Os10g35920.1
Os10g0503100	LOC_Os10g35930.1
Os10g0503200	LOC_Os10g35940.1,LOC_Os10g35940.2
Os10g0503250	None
Os10g0503300	LOC_Os10g35950.1
Os10g0503500	LOC_Os10g35960.1,LOC_Os10g35960.2
Os10g0503550	None
Os10g0503600	LOC_Os10g35980.1
Os10g0503700	LOC_Os10g35990.1,LOC_Os10g35990.2
Os10g0503800	LOC_Os10g36000.1,LOC_Os10g36000.2,LOC_Os10g36000.3
Os10g0503950	LOC_Os10g36010.1
Os10g0504100	LOC_Os10g36020.1
Os10g0504200	LOC_Os10g36030.1
Os10g0504500	LOC_Os10g36050.1
Os10g0504600	LOC_Os10g36060.1
Os10g0504650	LOC_Os10g36070.1
Os10g0504700	LOC_Os10g36090.1
Os10g0504900	LOC_Os10g36100.1
Os10g0505000	LOC_Os10g36110.1
Os10g0505500	LOC_Os10g36160.1
Os10g0505700	LOC_Os10g36170.1
Os10g0505900	LOC_Os10g36180.1
Os10g0506000	LOC_Os10g36190.1
Os10g0506100	LOC_Os10g36200.1,LOC_Os10g36200.2
Os10g0506200	LOC_Os10g36210.1
Os10g0506300	LOC_Os10g36229.1
Os10g0506425	LOC_Os10g36229.1
Os10g0506550	None
Os10g0506625	None
Os10g0506700	LOC_Os10g36229.1
Os10g0506800	LOC_Os10g36250.1
Os10g0506900	LOC_Os10g36260.1,LOC_Os10g36260.2,LOC_Os10g36260.3
Os10g0506950	None
Os10g0507000	LOC_Os10g36270.1
Os10g0507150	LOC_Os10g36280.1
Os10g0507300	LOC_Os10g36310.1
Os10g0507500	LOC_Os10g36340.2
Os10g0507600	LOC_Os10g36350.1,LOC_Os10g36350.2
Os10g0507700	LOC_Os10g36360.1
Os10g0507800	LOC_Os10g36370.1
Os10g0508000	LOC_Os10g36390.1
Os10g0508050	None
Os10g0508100	LOC_Os10g36400.1
Os10g0508300	LOC_Os10g36420.1
Os10g0508400	LOC_Os10g36470.2
Os10g0508500	LOC_Os10g36490.1
Os10g0508600	LOC_Os10g36480.1
Os10g0508700	LOC_Os10g36500.1,LOC_Os10g36500.2
Os10g0508900	LOC_Os10g36520.1
Os10g0509000	LOC_Os10g36530.1,LOC_Os10g36530.2
Os10g0509100	LOC_Os10g36550.1,LOC_Os10g36550.2,LOC_Os10g36550.3
Os10g0509150	None
Os10g0509200	None
Os10g0509401	LOC_Os10g36580.1
Os10g0509501	LOC_Os10g36600.1
Os10g0509600	LOC_Os10g36610.1
Os10g0509700	None
Os10g0509800	LOC_Os10g36620.1
Os10g0509825	None
Os10g0509850	None
Os10g0509900	LOC_Os10g36626.1
Os10g0510000	LOC_Os10g36650.1
Os10g0510050	None
Os10g0510100	LOC_Os10g36660.1
Os10g0510150	None
Os10g0510200	LOC_Os10g36670.1
Os10g0510300	LOC_Os10g36680.1
Os10g0510400	LOC_Os10g36690.1,LOC_Os10g36690.2,LOC_Os10g36690.3,LOC_Os10g36690.4,LOC_Os10g36690.5
Os10g0510500	LOC_Os10g36703.1
Os10g0510700	LOC_Os10g36710.1
Os10g0511100	None
Os10g0511200	LOC_Os10g36740.1
Os10g0511250	LOC_Os10g36740.1
Os10g0511300	LOC_Os10g36750.1
Os10g0511400	LOC_Os10g36760.1
Os10g0511600	LOC_Os10g36780.1,LOC_Os10g36780.2,LOC_Os10g36780.3,LOC_Os10g36780.4
Os10g0511800	LOC_Os10g36810.1
Os10g0511900	LOC_Os10g36810.1
Os10g0512001	None
Os10g0512100	LOC_Os10g36830.1
Os10g0512400	LOC_Os10g36848.1
Os10g0512450	None
Os10g0512500	LOC_Os10g36860.1
Os10g0512600	None
Os10g0512700	LOC_Os10g36870.1
Os10g0512800	LOC_Os10g36880.1
Os10g0513200	LOC_Os10g36924.1
Os10g0513300	LOC_Os10g36950.1
Os10g0513400	LOC_Os10g36960.1
Os10g0513651	LOC_Os10g36972.1
Os10g0513900	LOC_Os10g36980.1
Os10g0514300	LOC_Os10g37020.1
Os10g0514400	LOC_Os10g37034.1
Os10g0514425	None
Os10g0514450	LOC_Os10g37034.1
Os10g0514500	LOC_Os10g37050.1
Os10g0514550	None
Os10g0514600	LOC_Os10g37060.1
Os10g0514700	LOC_Os10g37070.1
Os10g0514901	LOC_Os10g37100.1
Os10g0515100	None
Os10g0515200	LOC_Os10g37110.1
Os10g0515400	LOC_Os10g37120.1
Os10g0515650	None
Os10g0515900	LOC_Os10g37160.1
Os10g0516000	None
Os10g0516100	LOC_Os10g37180.1
Os10g0516150	None
Os10g0516200	LOC_Os10g37190.1
Os10g0516250	None
Os10g0516300	LOC_Os10g37210.1
Os10g0516350	None
Os10g0516400	LOC_Os10g37230.1
Os10g0516450	None
Os10g0516500	LOC_Os10g37240.2,LOC_Os10g37240.3,LOC_Os10g37240.4
Os10g0516551	None
Os10g0516600	LOC_Os10g37260.1
Os10g0516701	LOC_Os10g37260.1
Os10g0516800	LOC_Os10g37280.1
Os10g0516900	LOC_Os10g37290.1
Os10g0517050	None
Os10g0517400	LOC_Os10g37330.1
Os10g0517500	LOC_Os10g37340.1
Os10g0517800	LOC_Os10g37350.1
Os10g0517900	None
Os10g0518000	LOC_Os10g37400.1
Os10g0518100	LOC_Os10g37410.1
Os10g0518150	None
Os10g0518200	LOC_Os10g37420.1,LOC_Os10g37420.2
Os10g0518300	LOC_Os10g37430.1
Os10g0518400	None
Os10g0518601	LOC_Os10g37450.1
Os10g0518701	LOC_Os10g37450.1
Os10g0518800	LOC_Os10g37480.1,LOC_Os10g37480.2
Os10g0518900	LOC_Os10g37490.1
Os10g0519300	LOC_Os10g37500.1
Os10g0519400	None
Os10g0519500	LOC_Os10g37510.1
Os10g0519550	None
Os10g0519600	LOC_Os10g37520.1,LOC_Os10g37520.2
Os10g0519650	None
Os10g0519700	LOC_Os10g37530.1
Os10g0519750	None
Os10g0519800	LOC_Os10g37540.1
Os10g0520100	LOC_Os10g37570.1
Os10g0520200	LOC_Os10g37580.1
Os10g0520300	LOC_Os10g37590.1
Os10g0520350	None
Os10g0520400	LOC_Os10g37600.1
Os10g0520501	LOC_Os10g37604.1
Os10g0520502	LOC_Os10g37604.1
Os10g0520600	LOC_Os10g37630.1
Os10g0520700	LOC_Os10g37640.1,LOC_Os10g37640.2
Os10g0520900	LOC_Os10g37650.1
Os10g0520950	None
Os10g0521000	LOC_Os10g37660.1
Os10g0521100	LOC_Os10g37670.1
Os10g0521300	LOC_Os10g37690.1
Os10g0521400	LOC_Os10g37710.1,LOC_Os10g37710.2
Os10g0521450	None
Os10g0521500	LOC_Os10g37720.1,LOC_Os10g37720.2
Os10g0521550	LOC_Os10g37730.1,LOC_Os10g37730.2,LOC_Os10g37730.3
Os10g0521600	LOC_Os10g37730.1,LOC_Os10g37730.2,LOC_Os10g37730.3
Os10g0521700	LOC_Os10g37740.1
Os10g0521801	None
Os10g0521900	LOC_Os10g37760.1,LOC_Os10g37760.2
Os10g0522000	LOC_Os10g37770.1
Os10g0522200	None
Os10g0522400	LOC_Os10g37830.1,LOC_Os10g37830.2
Os10g0522500	LOC_Os10g37840.2,LOC_Os10g37840.3,LOC_Os10g37840.4,LOC_Os10g37840.5,LOC_Os10g37840.7
Os10g0522601	LOC_Os10g37850.1,LOC_Os10g37850.2,LOC_Os10g37850.3,LOC_Os10g37850.4
Os10g0522700	LOC_Os10g37860.1
Os10g0522800	LOC_Os10g37870.1
Os10g0522900	LOC_Os10g37880.1,LOC_Os10g37880.2,LOC_Os10g37880.3,LOC_Os10g37880.4
Os10g0523000	None
Os10g0523100	LOC_Os10g37899.1
Os10g0523201	None
Os10g0523300	LOC_Os10g37940.1
Os10g0523700	LOC_Os10g37980.1
Os10g0523900	LOC_Os10g38000.1
Os10g0524000	LOC_Os10g38020.1
Os10g0524100	LOC_Os10g38030.1
Os10g0524300	LOC_Os10g38040.1
Os10g0524400	LOC_Os10g38060.1,LOC_Os10g38060.2
Os10g0524500	LOC_Os10g38050.1
Os10g0524600	LOC_Os10g38080.1
Os10g0524700	LOC_Os10g38090.1
Os10g0524766	None
Os10g0524832	None
Os10g0524850	None
Os10g0524900	LOC_Os10g38100.1
Os10g0525000	LOC_Os10g38110.1,LOC_Os10g38110.2
Os10g0525101	None
Os10g0525200	LOC_Os10g38120.1
Os10g0525301	None
Os10g0525400	LOC_Os10g38140.1
Os10g0525500	LOC_Os10g38150.1
Os10g0525700	LOC_Os10g38170.1
Os10g0525800	LOC_Os10g38189.1
Os10g0526500	None
Os10g0527200	LOC_Os10g38314.1
Os10g0527400	LOC_Os10g38340.1
Os10g0527601	LOC_Os10g38350.1
Os10g0527800	LOC_Os10g38360.1
Os10g0527900	LOC_Os10g38450.1
Os10g0528100	LOC_Os10g38470.1
Os10g0528150	None
Os10g0528200	LOC_Os10g38489.1
Os10g0528300	None
Os10g0528400	LOC_Os10g38489.1
Os10g0528651	None
Os10g0528900	LOC_Os10g38540.1
Os10g0529300	LOC_Os10g38580.1
Os10g0529400	LOC_Os10g38590.1,LOC_Os10g38590.2
Os10g0529450	None
Os10g0529500	LOC_Os10g38600.1
Os10g0529600	None
Os10g0529700	LOC_Os10g38610.1
Os10g0529800	LOC_Os10g38630.1,LOC_Os10g38630.2
Os10g0530200	LOC_Os10g38670.1
Os10g0530300	LOC_Os10g38690.1
Os10g0530400	LOC_Os10g38700.1
Os10g0530500	LOC_Os10g38710.1
Os10g0530600	LOC_Os10g38720.1
Os10g0530750	None
Os10g0530800	None
Os10g0530900	LOC_Os10g38740.1
Os10g0531300	None
Os10g0531400	LOC_Os10g38780.1
Os10g0531700	LOC_Os10g38800.1
Os10g0531900	LOC_Os10g38820.1
Os10g0532000	LOC_Os10g38834.1
Os10g0532100	LOC_Os10g38850.1
Os10g0532150	LOC_Os10g38850.1
Os10g0532200	LOC_Os10g38860.1
Os10g0532300	LOC_Os10g38870.1
Os10g0532600	LOC_Os10g38880.1
Os10g0532800	LOC_Os10g38890.1
Os10g0532901	None
Os10g0533000	LOC_Os10g38900.1
Os10g0533100	LOC_Os10g38910.1
Os10g0533150	LOC_Os10g38920.1
Os10g0533200	LOC_Os10g38930.1
Os10g0533500	LOC_Os10g38940.1
Os10g0533600	LOC_Os10g38950.1
Os10g0533701	None
Os10g0533800	LOC_Os10g38960.1
Os10g0533900	LOC_Os10g38970.1
Os10g0534100	LOC_Os10g38980.1,LOC_Os10g38980.2,LOC_Os10g38980.3
Os10g0534400	LOC_Os10g39000.1
Os10g0534500	LOC_Os10g39010.1,LOC_Os10g39010.2,LOC_Os10g39010.3,LOC_Os10g39010.4,LOC_Os10g39010.5
Os10g0534600	None
Os10g0534700	LOC_Os10g39020.1,LOC_Os10g39020.2
Os10g0534801	None
Os10g0534900	LOC_Os10g39030.1
Os10g0535500	LOC_Os10g39080.1
Os10g0535550	LOC_Os10g39080.1
Os10g0535575	LOC_Os10g39084.1
Os10g0535600	LOC_Os10g39090.1,LOC_Os10g39090.2
Os10g0535800	LOC_Os10g39100.1
Os10g0535900	LOC_Os10g39110.1
Os10g0536000	LOC_Os10g39120.1,LOC_Os10g39120.2
Os10g0536050	None
Os10g0536100	LOC_Os10g39130.1,LOC_Os10g39130.2
Os10g0536400	LOC_Os10g39140.1,LOC_Os10g39140.2,LOC_Os10g39140.3,LOC_Os10g39140.4
Os10g0536450	None
Os10g0536500	LOC_Os10g39150.1
Os10g0536600	LOC_Os10g39160.1
Os10g0536700	LOC_Os10g39170.1
Os10g0536900	None
Os10g0537100	LOC_Os10g39190.1
Os10g0537300	LOC_Os10g39200.1,LOC_Os10g39200.2,LOC_Os10g39200.3,LOC_Os10g39200.4
Os10g0537400	LOC_Os10g39210.1
Os10g0537450	None
Os10g0537500	LOC_Os10g39220.1
Os10g0537600	LOC_Os10g39230.1
Os10g0537800	LOC_Os10g39260.1
Os10g0538100	None
Os10g0538200	LOC_Os10g39300.1
Os10g0538400	LOC_Os10g39310.1
Os10g0538450	None
Os10g0538500	LOC_Os10g39320.1
Os10g0538600	None
Os10g0538700	LOC_Os10g39330.1
Os10g0538800	LOC_Os10g39340.1
Os10g0538900	LOC_Os10g39350.1
Os10g0538950	None
Os10g0539000	LOC_Os10g39360.1
Os10g0539200	LOC_Os10g39380.1
Os10g0539350	None
Os10g0539400	LOC_Os10g39400.1
Os10g0539500	LOC_Os10g39410.1
Os10g0539600	LOC_Os10g39420.1
Os10g0539650	None
Os10g0539700	LOC_Os10g39430.1
Os10g0539900	LOC_Os10g39440.1,LOC_Os10g39440.2
Os10g0539950	None
Os10g0540000	LOC_Os10g39450.1
Os10g0540050	None
Os10g0540100	LOC_Os10g39460.1,LOC_Os10g39460.2
Os10g0540200	None
Os10g0540250	None
Os10g0540300	LOC_Os10g39470.1,LOC_Os10g39470.2
Os10g0540550	None
Os10g0540800	LOC_Os10g39500.1
Os10g0540900	LOC_Os10g39510.1
Os10g0541000	LOC_Os10g39520.1
Os10g0541200	LOC_Os10g39540.1,LOC_Os10g39540.2,LOC_Os10g39540.3,LOC_Os10g39540.4
Os10g0541500	LOC_Os10g39550.1
Os10g0541600	LOC_Os10g39560.1
Os10g0541700	LOC_Os10g39570.1
Os10g0541800	None
Os10g0541900	LOC_Os10g39590.1
Os10g0542000	LOC_Os10g39600.1
Os10g0542100	LOC_Os10g39610.1,LOC_Os10g39610.2
Os10g0542200	LOC_Os10g39620.1,LOC_Os10g39620.2,LOC_Os10g39620.3,LOC_Os10g39620.4,LOC_Os10g39620.5,LOC_Os10g39620.6,LOC_Os10g39620.7
Os10g0542266	None
Os10g0542400	LOC_Os10g39640.1
Os10g0542550	None
Os10g0542700	LOC_Os10g39660.1
Os10g0542750	None
Os10g0542800	LOC_Os10g39670.1
Os10g0542900	LOC_Os10g39680.1
Os10g0543150	LOC_Os10g39690.1
Os10g0543400	LOC_Os10g39700.1
Os10g0543500	LOC_Os10g39710.1,LOC_Os10g39710.2
Os10g0543700	LOC_Os10g39730.1
Os10g0543800	LOC_Os10g39740.1
Os10g0544000	LOC_Os10g39744.1
Os10g0544200	LOC_Os10g39750.1
Os10g0544500	LOC_Os10g39760.1
Os10g0544600	LOC_Os10g39770.1
Os10g0544900	LOC_Os10g39780.1,LOC_Os10g39780.2,LOC_Os10g39780.3,LOC_Os10g39780.4
Os10g0544933	None
Os10g0544950	None
Os10g0544966	None
Os10g0545000	LOC_Os10g39790.2,LOC_Os10g39790.3,LOC_Os10g39790.4
Os10g0545100	LOC_Os10g39800.1
Os10g0545200	LOC_Os10g39810.1,LOC_Os10g39810.2
Os10g0545300	LOC_Os10g39820.1
Os10g0545500	LOC_Os10g39840.1
Os10g0545600	LOC_Os10g39850.1
Os10g0545700	LOC_Os10g39860.1,LOC_Os10g39860.2
Os10g0545800	LOC_Os10g39870.1
Os10g0545950	None
Os10g0546100	LOC_Os10g39890.1
Os10g0546200	LOC_Os10g39900.1
Os10g0546300	LOC_Os10g39910.1
Os10g0546400	LOC_Os10g39920.1
Os10g0546600	LOC_Os10g39930.1,LOC_Os10g39930.2
Os10g0546900	LOC_Os10g39936.1
Os10g0547000	LOC_Os10g39950.1
Os10g0547200	LOC_Os10g39970.1
Os10g0547400	None
Os10g0547500	LOC_Os10g39980.1
Os10g0547650	None
Os10g0547800	None
Os10g0547900	LOC_Os10g40020.1,LOC_Os10g40020.2,LOC_Os10g40020.3
Os10g0548000	LOC_Os10g40030.1,LOC_Os10g40030.10,LOC_Os10g40030.11,LOC_Os10g40030.12,LOC_Os10g40030.2,LOC_Os10g40030.3,LOC_Os10g40030.4,LOC_Os10g40030.5,LOC_Os10g40030.6,LOC_Os10g40030.7,LOC_Os10g40030.8,LOC_Os10g40030.9
Os10g0548100	LOC_Os10g40040.1
Os10g0548200	None
Os10g0548300	LOC_Os10g40060.1,LOC_Os10g40060.2,LOC_Os10g40060.3,LOC_Os10g40060.4
Os10g0548350	None
Os10g0548400	LOC_Os10g40070.1
Os10g0548500	LOC_Os10g40080.1
Os10g0548600	LOC_Os10g40090.1
Os10g0548700	LOC_Os10g40100.1,LOC_Os10g40100.2
Os10g0548750	None
Os10g0548800	LOC_Os10g40110.1
Os10g0548850	LOC_Os10g40120.1
Os10g0548900	LOC_Os10g40130.1
Os10g0549000	None
Os10g0549100	LOC_Os10g40140.1
Os10g0549500	LOC_Os10g40200.1
Os10g0549550	LOC_Os10g40210.1
Os10g0549600	None
Os10g0549650	None
Os10g0549700	LOC_Os10g40230.1
Os10g0549900	LOC_Os10g40240.1
Os10g0549950	None
Os10g0550000	LOC_Os10g40250.1,LOC_Os10g40250.2
Os10g0550033	None
Os10g0550066	LOC_Os10g40260.1
Os10g0550100	LOC_Os10g40260.1
Os10g0550200	None
Os10g0550300	LOC_Os10g40270.1
Os10g0550400	LOC_Os10g40280.1
Os10g0550500	LOC_Os10g40290.1
Os10g0550700	LOC_Os10g40324.1
Os10g0550725	None
Os10g0550750	LOC_Os10g40324.1
Os10g0550775	LOC_Os10g40324.1
Os10g0550800	None
Os10g0550900	LOC_Os10g40360.1
Os10g0551000	None
Os10g0551100	LOC_Os10g40370.1
Os10g0551200	LOC_Os10g40390.1
Os10g0551401	None
Os10g0551600	LOC_Os10g40410.1,LOC_Os10g40410.2
Os10g0551700	LOC_Os10g40420.1
Os10g0551800	LOC_Os10g40430.1
Os10g0551900	LOC_Os10g40440.1
Os10g0552200	LOC_Os10g40470.1
Os10g0552300	LOC_Os10g40480.1
Os10g0552400	LOC_Os10g40490.1
Os10g0552600	LOC_Os10g40510.1
Os10g0552700	LOC_Os10g40520.1
Os10g0552800	LOC_Os10g40530.1
Os10g0552900	LOC_Os10g40540.1
Os10g0553300	LOC_Os10g40550.1,LOC_Os10g40550.2,LOC_Os10g40555.1
Os10g0553450	None
Os10g0553600	LOC_Os10g40559.1
Os10g0553800	LOC_Os10g40570.1
Os10g0553900	LOC_Os10g40580.1
Os10g0554001	LOC_Os10g40584.1
Os10g0554050	None
Os10g0554100	LOC_Os10g40590.1
Os10g0554200	LOC_Os10g40600.1
Os10g0554300	LOC_Os10g40610.1
Os10g0554800	LOC_Os10g40614.1
Os10g0554900	LOC_Os10g40620.1
Os10g0555100	LOC_Os10g40640.1
Os10g0555200	LOC_Os10g40650.1
Os10g0555300	LOC_Os10g40660.1
Os10g0555600	LOC_Os10g40700.1
Os10g0555651	None
Os10g0555700	LOC_Os10g40710.1
Os10g0555900	LOC_Os10g40720.1
Os10g0556000	None
Os10g0556100	LOC_Os10g40730.1
Os10g0556200	LOC_Os10g40740.1
Os10g0556500	None
Os10g0556600	LOC_Os10g40780.1,LOC_Os10g40780.3
Os10g0556700	LOC_Os10g40780.1,LOC_Os10g40780.3
Os10g0556801	LOC_Os10g40780.1,LOC_Os10g40780.3
Os10g0556900	LOC_Os10g40790.1
Os10g0557133	LOC_Os10g40804.1
Os10g0557366	None
Os10g0557600	LOC_Os10g40810.1
Os10g0557650	None
Os10g0557700	LOC_Os10g40820.1
Os10g0557750	None
Os10g0557800	LOC_Os10g40824.1
Os10g0557900	LOC_Os10g40830.1
Os10g0558100	LOC_Os10g40859.1
Os10g0558125	LOC_Os10g40859.1
Os10g0558150	LOC_Os10g40859.1
Os10g0558200	LOC_Os10g40880.1
Os10g0558301	None
Os10g0558400	LOC_Os10g40900.1
Os10g0558466	None
Os10g0558532	None
Os10g0558600	LOC_Os10g40920.1
Os10g0558650	None
Os10g0558700	LOC_Os10g40934.1,LOC_Os10g40934.10,LOC_Os10g40934.11,LOC_Os10g40934.12,LOC_Os10g40934.2,LOC_Os10g40934.3,LOC_Os10g40934.9
Os10g0558725	None
Os10g0558750	LOC_Os10g40934.1,LOC_Os10g40934.10,LOC_Os10g40934.11,LOC_Os10g40934.12,LOC_Os10g40934.2,LOC_Os10g40934.3,LOC_Os10g40934.7,LOC_Os10g40934.9
Os10g0558801	None
Os10g0558850	None
Os10g0558900	LOC_Os10g40960.1
Os10g0559050	None
Os10g0559200	LOC_Os10g40990.1
Os10g0559300	None
Os10g0559400	LOC_Os10g41000.1,LOC_Os10g41000.2
Os10g0559450	None
Os10g0559500	LOC_Os10g41020.1
Os10g0559550	None
Os10g0559600	LOC_Os10g41030.1,LOC_Os10g41030.2,LOC_Os10g41030.3
Os10g0559650	None
Os10g0559700	LOC_Os10g41030.1,LOC_Os10g41030.2,LOC_Os10g41030.3
Os10g0559800	LOC_Os10g41040.1,LOC_Os10g41040.2
Os10g0559833	None
Os10g0559866	None
Os10g0559900	LOC_Os10g41050.1
Os10g0560000	LOC_Os10g41060.1
Os10g0560100	LOC_Os10g41070.1
Os10g0560200	LOC_Os10g41083.1
Os10g0560400	LOC_Os10g41100.1
Os10g0560450	LOC_Os10g41110.1
Os10g0560451	None
Os10g0560500	LOC_Os10g41120.1
Os10g0560600	None
Os10g0560700	LOC_Os10g41130.1
Os10g0560850	None
Os10g0560900	LOC_Os10g41150.1
Os10g0561000	LOC_Os10g41160.1
Os10g0561100	LOC_Os10g41170.1
Os10g0561200	LOC_Os10g41180.1
Os10g0561250	None
Os10g0561300	LOC_Os10g41190.1,LOC_Os10g41190.2
Os10g0561400	LOC_Os10g41200.1,LOC_Os10g41200.2,LOC_Os10g41200.3
Os10g0561500	LOC_Os10g41220.1
Os10g0561600	LOC_Os10g41224.1
Os10g0561800	LOC_Os10g41230.1
Os10g0561900	LOC_Os10g41240.1,LOC_Os10g41240.2
Os10g0562000	LOC_Os10g41250.1
Os10g0562100	LOC_Os10g41260.1
Os10g0562200	LOC_Os10g41270.1
Os10g0562500	LOC_Os10g41290.1
Os10g0562550	None
Os10g0562600	LOC_Os10g41300.1
Os10g0562700	LOC_Os10g41310.1
Os10g0562900	LOC_Os10g41330.1,LOC_Os10g41330.2
Os10g0563000	LOC_Os10g41340.1
Os10g0563100	None
Os10g0563200	LOC_Os10g41360.1
Os10g0563300	LOC_Os10g41370.1
Os10g0563350	None
Os10g0563400	LOC_Os10g41380.1,LOC_Os10g41380.2
Os10g0563500	LOC_Os10g41390.1
Os10g0563550	LOC_Os10g41390.1
Os10g0563600	LOC_Os10g41400.1,LOC_Os10g41400.2
Os10g0563700	LOC_Os10g41410.1,LOC_Os10g41410.2
Os10g0563800	LOC_Os10g41420.1
Os10g0563900	LOC_Os10g41430.1
Os10g0564000	LOC_Os10g41440.1
Os10g0564050	None
Os10g0564100	LOC_Os10g41450.1
Os10g0564150	None
Os10g0564200	LOC_Os10g41460.1
Os10g0564300	LOC_Os10g41470.1
Os10g0564400	LOC_Os10g41480.1
Os10g0564450	None
Os10g0564500	LOC_Os10g41490.1,LOC_Os10g41490.2,LOC_Os10g41490.3
Os10g0564800	LOC_Os10g41510.1
Os10g0564900	LOC_Os10g41520.1,LOC_Os10g41520.2
Os10g0565000	LOC_Os10g41534.3
Os10g0565100	None
Os10g0565150	None
Os10g0565200	LOC_Os10g41550.1
Os10g0565300	LOC_Os10g41560.1
Os10g0565401	None
Os10g0565500	LOC_Os10g41580.1
Os10g0565600	LOC_Os10g41590.1,LOC_Os10g41590.2
Os10g0565700	LOC_Os10g41620.1
Os10g0565850	None
Os10g0566050	LOC_Os10g41620.1
Os10g0566200	LOC_Os10g41640.1
Os10g0566300	LOC_Os10g41650.1
Os10g0566400	LOC_Os10g41660.1
Os10g0566700	LOC_Os10g41710.1
Os10g0566800	LOC_Os10g41720.1
Os10g0566900	LOC_Os10g41730.1,LOC_Os10g41730.3
Os10g0567000	LOC_Os10g41749.1,LOC_Os10g41749.2,LOC_Os10g41749.3,LOC_Os10g41749.4,LOC_Os10g41749.5
Os10g0567100	LOC_Os10g41760.1
Os10g0567200	None
Os10g0567300	LOC_Os10g41770.1
Os10g0567400	LOC_Os10g41780.1,LOC_Os10g41780.2,LOC_Os10g41780.3,LOC_Os10g41780.4
Os10g0567500	LOC_Os10g41790.1,LOC_Os10g41790.2
Os10g0567600	LOC_Os10g41800.1
Os10g0567700	LOC_Os10g41810.1
Os10g0567800	LOC_Os10g41820.1,LOC_Os10g41820.2
Os10g0567850	None
Os10g0567900	LOC_Os10g41838.1,LOC_Os10g41838.2
Os10g0568000	LOC_Os10g41850.1
Os10g0568100	LOC_Os10g41860.1
Os10g0568200	None
Os10g0568300	LOC_Os10g41870.1,LOC_Os10g41870.2
Os10g0568500	LOC_Os10g41880.1
Os10g0568600	LOC_Os10g41900.1
Os10g0568800	LOC_Os10g41920.1
Os10g0568900	LOC_Os10g41930.1,LOC_Os10g41930.2,LOC_Os10g41930.3,LOC_Os10g41930.4,LOC_Os10g41930.5,LOC_Os10g41930.6,LOC_Os10g41930.7
Os10g0569000	LOC_Os10g41940.1
Os10g0569100	LOC_Os10g41950.1
Os10g0569200	LOC_Os10g41960.1
Os10g0569300	LOC_Os10g41970.1
Os10g0569400	LOC_Os10g41980.1
Os10g0569450	None
Os10g0569500	LOC_Os10g41999.1
Os10g0569600	LOC_Os10g41999.1
Os10g0569800	LOC_Os10g42020.1,LOC_Os10g42020.2,LOC_Os10g42020.3
Os10g0570001	LOC_Os10g42030.1
Os10g0570200	LOC_Os10g42040.1
Os10g0570700	LOC_Os10g42060.1
Os10g0570800	LOC_Os10g42066.1
Os10g0570900	LOC_Os10g42072.1
Os10g0571000	LOC_Os10g42080.1
Os10g0571100	LOC_Os10g42090.1,LOC_Os10g42090.2
Os10g0571200	LOC_Os10g42100.1
Os10g0571250	None
Os10g0571300	LOC_Os10g42110.1
Os10g0571600	LOC_Os10g42130.1
Os10g0571900	LOC_Os10g42160.1
Os10g0572000	LOC_Os10g42170.1
Os10g0572100	LOC_Os10g42180.1
Os10g0572300	LOC_Os10g42190.1,LOC_Os10g42190.2
Os10g0572400	LOC_Os10g42196.1
Os10g0572500	LOC_Os10g42196.1
Os10g0572900	LOC_Os10g42230.1,LOC_Os10g42230.2,LOC_Os10g42230.3
Os10g0572950	None
